Xline	Inline	FS11	shallow	Truncation	TopForesets	MFS4	FS8	FS7	FS6	FS4
841	244	521.74921	420.32553	829.59662	906.24005	952.88794	574.69849	627.25848	947.3045	970.33038
842	244	522.27197	419.98154	829.05701	905.71002	952.57495	574.5509	627.02087	947.3045	970.48401
843	244	522.13086	419.55817	828.56281	905.15009	952.32538	574.49854	626.79034	947.3045	970.61206
844	244	521.98975	419.57407	827.77606	904.35803	951.89819	574.44623	626.54578	947.3045	970.74005
845	244	521.84863	419.19302	827.00226	904.52606	951.64447	574.32239	626.30121	947.3045	970.78705
846	244	521.70746	418.96545	826.45612	903.92108	951.42877	574.13196	626.06366	947.3045	970.7785
847	244	521.56635	418.8367	825.96198	903.37207	951.3399	573.9082	625.81213	947.3045	970.66327
848	244	521.42523	418.31104	825.77344	902.96008	951.07349	573.67969	631.71649	947.3045	970.5011
849	244	521.28412	417.35849	825.67584	902.51599	950.84082	573.49402	625.31604	947.3045	970.29626
850	244	521.68335	417.57013	825.75385	902.09009	950.79004	573.38452	624.59631	947.3045	970.08282
851	244	521.73914	416.91922	825.86444	901.66602	950.87048	573.29883	624.34479	947.3045	969.84381
852	244	521.6781	415.90494	825.91644	901.24603	950.79425	573.17029	624.0932	947.3045	969.57922
853	244	520.69843	415.67917	825.78644	900.83502	950.76886	572.97034	623.83466	947.3045	969.28046
854	244	519.88434	415.4657	825.53284	900.43604	950.77313	572.7323	623.59009	947.3045	968.97748
855	244	519.58704	414.78482	825.1687	900.06506	950.80695	572.48474	623.33154	947.3045	968.74274
856	244	519.7818	415.43222	824.55096	899.487	950.84509	572.25146	623.08002	947.3045	968.50372
857	244	520.26727	415.91199	824.06989	899.15399	950.84509	572.08484	622.82849	947.3045	968.31592
858	244	520.3421	416.55057	823.57568	898.89905	950.76471	571.9848	622.57697	947.3045	968.12817
859	244	520.26575	415.92612	823.01001	898.75104	950.87891	571.86578	622.31836	947.3045	967.96167
860	244	519.92328	416.1131	822.65887	898.75806	950.43896	571.65637	622.07385	947.3045	967.94464
861	244	519.68262	415.30695	822.11273	898.61908	950.57013	571.36121	621.81531	947.3045	967.99152
862	244	519.27441	415.41101	821.31299	898.40601	950.72662	571.02795	621.56372	947.3045	968.2049
863	244	519.03754	415.25052	820.53925	898.10406	950.31635	570.68994	621.31219	947.3045	968.37994
864	244	518.93506	414.96298	819.59644	897.74603	950.46436	570.38519	621.06067	947.3045	968.77679
865	244	519.01709	415.11115	818.62109	897.02704	950.62933	570.17102	620.80212	947.3045	969.48956
866	244	518.98285	414.90479	817.81482	896.67804	951.27649	570.04718	620.55756	947.3045	970.44989
867	244	518.96765	415.00357	817.00854	896.27307	951.43298	569.91388	620.30603	947.3045	971.46991
868	244	518.61304	414.85361	816.1958	895.87799	951.53448	569.67584	620.0545	947.3045	972.38324
869	244	517.74377	414.36499	815.37653	895.49005	951.74597	569.33783	619.81689	947.3045	973.18567
870	244	516.28326	414.55905	814.58331	895.10706	952.10547	568.96173	619.46753	947.3045	973.59106
871	244	515.12457	414.14273	813.77051	894.72601	952.14777	568.57611	619.06927	947.3045	973.64227
872	244	514.64117	413.21487	812.87323	894.34106	952.16473	568.22852	618.67798	947.3045	973.40759
873	244	514.64716	412.56924	811.77435	893.95105	952.09705	567.97626	618.28668	947.3045	973.12585
874	244	514.71484	412.37872	810.578	893.55304	952.08014	567.8382	617.9303	947.3045	972.82715
875	244	514.83417	412.21115	809.46613	893.14697	952.09705	567.70483	617.61591	947.3045	972.51984
876	244	514.97748	412.27466	808.87445	893.20801	952.01239	567.48108	617.59491	947.3045	972.25946
877	244	514.9444	412.26233	808.72485	892.60309	952.05475	567.14783	617.36432	947.3045	971.98633
878	244	514.77374	412.09827	808.91345	892.20099	952.05475	566.76227	617.13373	947.3045	971.72601
879	244	514.50238	412.05417	809.29706	891.79309	952.13086	566.36707	616.90314	947.3045	971.487
880	244	514.17517	412.16177	809.53766	891.38104	952.17316	566.01007	616.67957	947.3045	971.25647
881	244	513.72882	411.81955	809.29059	890.96606	952.28735	565.75299	616.46295	947.3045	971.03027
882	244	513.36633	411.21982	808.82239	890.55109	952.32117	565.61963	616.2533	947.3045	970.80408
883	244	513.62854	410.90405	808.34125	890.138	952.38043	565.50061	616.0437	947.3045	970.57367
884	244	513.17169	410.57419	808.04865	889.31805	952.46503	565.30072	615.84808	947.3045	970.3432
885	244	513.36017	410.42249	807.70404	889.30609	952.54956	564.99121	615.65942	947.3045	970.09564
886	244	512.4234	410.20551	807.25537	888.92706	952.63	564.61035	615.48474	947.3045	969.87372
887	244	512.54944	410.202	806.85229	888.55304	952.65955	564.17719	615.31	947.3045	969.6731
888	244	511.72296	409.89328	806.42963	888.18604	952.63843	563.72961	615.14929	947.3045	969.48956
889	244	511.93915	410.30252	806.03302	887.80603	952.55804	563.35352	614.99561	947.3045	969.28046
890	244	512.69958	410.3537	805.79248	887.39008	952.43536	563.16309	614.84888	947.3045	969.07983
891	244	514.1405	410.27783	805.80542	886.83704	952.18585	563.1488	614.70911	947.3045	968.86646
892	244	514.55457	410.12259	805.83142	886.21899	951.94055	563.17737	614.57635	947.3045	968.63605
893	244	514.14313	409.75217	805.78595	885.55408	951.69098	563.12024	614.4436	947.3045	968.35858
894	244	513.25574	409.48932	805.70795	884.87402	951.4541	562.97742	614.32483	947.3045	968
895	244	512.99792	409.72925	805.42181	884.20502	951.37378	562.76794	614.20599	947.3045	967.65442
896	244	512.84119	409.79803	804.87567	883.57507	951.07349	562.52515	614.1012	947.3045	967.31293
897	244	512.63879	410.09262	804.51154	882.99109	950.66736	562.31085	613.98944	947.3045	967.07819
898	244	512.58948	410.21432	804.1344	882.45703	950.25287	562.20618	613.88458	945.53577	966.83069
899	244	512.47144	409.85095	803.58173	881.95306	949.89337	562.16809	613.78674	944.28625	966.61298
900	244	512.81976	410.22491	803.12006	880.85602	949.52966	562.13477	613.69592	942.95892	966.38678
901	244	513.14252	410.22842	802.43738	880.35803	949.30969	562.03003	613.76575	942.25647	966.19043
902	244	513.53943	410.33075	801.4035	879.82098	949.11084	561.86334	613.80774	941.5011	966.01978
903	244	513.32782	410.44717	800.35022	879.23505	948.80212	561.64917	613.82874	940.72711	965.86188
904	244	512.77875	410.43661	799.18628	878.008	948.46375	561.41107	613.82874	939.96558	965.72101
905	244	512.31049	410.42249	797.48926	877.57709	948.26495	561.20642	613.82874	939.21643	965.55884
906	244	512.29749	410.89346	796.01978	876.97906	947.87164	561.13501	613.8147	938.48285	965.35394
907	244	512.69409	410.74179	794.6413	876.41504	947.66016	561.15399	613.80078	937.76172	965.11926
908	244	512.97754	410.53891	793.45795	875.89606	947.41479	561.19684	613.78674	937.05298	964.82904
909	244	512.94061	410.55832	792.42413	875.40704	947.1568	561.16357	613.77283	936.3598	964.48755
910	244	512.78186	410.28137	791.42926	874.93408	946.89874	561.00641	613.77283	935.67908	964.05225
911	244	512.62311	410.10144	790.52551	874.51099	946.47583	560.71124	613.77979	935.0108	963.51453
912	244	512.46436	410.27255	789.72571	874.08307	945.98517	560.28278	613.80774	934.35797	962.81451
913	244	512.3056	410.54773	789.00403	873.65009	945.49451	559.82098	613.84961	933.74561	962.11035
914	244	512.14685	410.84409	788.36682	873.21509	944.32294	559.62579	613.91254	933.211	961.41461
915	244	511.9881	411.44031	787.62555	872.82605	944.21295	559.90674	614.01031	932.79761	960.74457
916	244	511.90872	411.9201	786.64374	872.83307	944.07336	560.51129	614.12915	932.07336	960.01904
917	244	511.92981	412.10532	785.73993	872.33899	943.4812	561.13025	614.26892	931.36768	959.23376
918	244	511.95093	412.38052	784.72559	872.17706	943.37549	561.60626	614.45056	930.64661	958.50818
919	244	511.8096	413.05084	784.00391	872.18707	941.53979	561.89667	614.64618	930.31708	957.91064
920	244	512.08862	414.46201	783.66577	872.36401	941.47632	561.9776	614.86279	929.99689	957.54791
921	244	513.47876	415.2276	783.21063	871.87506	941.2226	561.89197	615.07947	929.67053	957.33875
922	244	514.56732	415.67563	783.3277	871.14008	941.02374	561.8396	615.30304	929.3255	957.16382
923	244	515.16229	416.22601	783.5553	870.34003	940.9519	562.08234	615.52661	928.98975	957.03571
924	244	515.10065	416.21893	783.74377	869.53101	940.51202	562.58704	615.72229	928.64166	956.8053
925	244	515.40857	416.16074	783.74377	867.62506	940.12292	563.17737	615.88995	928.2655	956.53644
926	244	515.71643	415.82205	783.6593	867.04504	939.73376	563.72961	615.97382	927.82416	956.19922
927	244	516.02435	415.91025	783.47076	866.505	939.19238	564.21997	616.02277	927.30505	956.06268
928	244	516.33221	415.83084	783.28864	865.96008	938.51563	564.62939	616.01575	926.68335	956.12238
929	244	516.64014	415.69855	783.28864	865.40704	937.91919	564.91504	615.94586	925.94354	956.27606
930	244	516.948	415.82556	783.28217	864.81097	937.11981	565.01978	615.81311	925.1261	956.0072
931	244	517.25592	415.84146	783.53571	864.21704	936.24005	565.04834	615.63147	924.25885	955.74683
932	244	517.56378	416.03726	783.81531	863.63507	937.84729	565.03888	615.37988	923.3822	955.46088
933	244	517.8717	416.03726	783.90631	863.07703	937.10712	565.06738	615.07947	922.4964	955.59747
934	244	517.98425	416.03021	783.61377	862.54706	936.90002	565.13879	614.72308	921.72858	955.72119
935	244	517.70581	415.94553	783.1001	862.04608	936.04968	565.25787	614.31781	921.07892	955.52917
936	244	517.07111	416.07959	781.81268	861.65997	935.24603	565.41498	613.86365	920.53809	955.10663
937	244	516.5882	416.15192	780.88287	860.36505	934.12103	565.57202	613.36749	919.98785	954.539
938	244	516.75317	416.31598	779.86853	859.66205	933.52887	565.48639	612.81549	919.41278	954.24451
939	244	517.21313	416.45355	778.58765	858.71704	933.05084	565.31018	612.24249	918.81604	954.21893
940	244	517.56775	416.42709	777.67084	857.54205	932.39526	564.88654	611.65558	918.19745	953.81775
941	244	517.50018	416.85397	776.37689	855.83899	930.65265	564.49609	611.05469	917.22137	952.78912
942	244	516.87689	416.86984	774.70587	852.90198	926.39337	564.3009	610.47473	915.81952	950.52283
943	244	516.58661	417.05859	773.34045	850.13605	923.04779	564.3866	609.92975	913.883	947.75726
944	244	516.41833	416.79575	772.42365	847.52802	919.41449	564.79126	609.44061	911.97754	943.97589
945	244	517.38129	416.47473	770.76563	843.79999	916.20416	565.39111	609.07025	910.09998	939.57562
946	244	517.6806	416.05313	768.73694	840.25702	914.60541	565.48639	608.8606	908.35626	934.72296
947	244	517.86255	415.89792	767.74866	836.63007	912.67664	564.71509	608.90259	907.5791	930.48059
948	244	517.41833	415.815	766.92291	833.43402	911.64459	563.08215	609.30084	908.06409	927.30096
949	244	517.28455	415.77795	766.26617	830.76508	911.46271	561.36829	610.19519	909.71771	924.88965
950	244	517.09839	415.5451	765.4729	828.36707	912.27905	560.10187	611.76044	910.3736	923.63483
951	244	516.87946	414.98413	764.16602	826.22198	909.84277	559.55914	609.58734	909.77991	923.18671
952	244	516.74268	414.74777	762.65094	824.30505	907.72375	559.90674	607.0509	906.7243	923.39581
953	244	516.44684	414.74777	761.01898	822.59204	906.45477	560.92072	604.19305	906.06842	923.47693
954	244	514.91791	414.77951	758.34015	821.06702	906.89044	561.30634	601.0907	903.96405	923.31476
955	244	513.8949	415.25052	754.21777	819.63	905.87109	559.72101	597.80658	901.64209	922.9989
956	244	513.09924	415.50983	751.02527	818.36005	905.10553	556.5694	594.42468	899.06836	922.48676
957	244	513.12982	415.70563	745.81708	817.37006	903.89587	553.16064	591.01483	896.29254	921.97888
958	244	512.92438	416.21188	740.31628	816.47198	903.78589	550.32318	587.61194	893.1748	921.50513
959	244	513.04474	416.03372	733.54755	815.76202	903.4433	548.32837	584.28589	889.74933	921.09967
960	244	513.17102	416.09195	725.75159	815.20404	903.30377	547.32385	581.07874	885.97888	920.81805
961	244	513.33337	416.14841	723.89197	814.76105	903.09644	547.25726	578.04614	882.61865	920.57904
962	244	512.21478	416.06018	716.10242	813.21307	902.80463	547.20959	575.20929	879.89575	920.34424
963	244	511.40378	384.02795	714.15833	811.85797	902.09399	545.74805	572.58203	878.04309	919.98151
964	244	509.48871	383.69632	709.73041	809.54205	901.1889	542.90112	570.19232	876.55731	919.55896
965	244	507.78827	383.33469	706.3623	808.91003	900.20343	539.40674	568.01923	875.27979	919.05103
966	244	505.44058	382.93076	704.00854	807.18005	899.59851	535.79803	566.04883	874.08923	918.51331
967	244	503.09293	381.72769	702.18146	805.57898	897.17493	532.15601	564.26697	872.93292	917.8432
968	244	500.74527	380.69577	700.53644	804.20001	894.75134	528.5473	562.64594	871.79834	916.9939
969	244	498.39761	379.67972	699.9057	803.10498	893.07642	525.55273	561.16455	870.68555	915.76904
970	244	496.04993	378.04449	699.21649	802.24408	892.20514	524.22455	559.80206	869.70331	914.18988
971	244	493.70227	376.11469	698.72229	801.58606	890.66974	524.47205	558.55133	868.89819	912.25226
972	244	491.35461	375.15158	698.03308	801.08301	889.36273	525.41949	557.39136	868.2641	909.97742
973	244	489.00696	374.17432	697.34387	800.66705	887.65826	525.91461	556.30835	867.58649	907.45081
974	244	486.51816	372.87427	696.63513	800.29407	886.1355	525.80035	555.30914	866.9928	904.89008
975	244	484.46924	372.26923	695.91345	799.96808	883.35663	525.21472	554.36578	866.45813	902.52991
976	244	482.86014	372.08926	695.22418	799.77509	880.94153	524.37207	548.61517	866.11304	900.40448
977	244	481.832	372.05753	694.33344	799.58704	879.30042	523.59137	548.13306	865.76495	898.57355
978	244	480.80386	371.52658	693.36462	799.46997	877.99768	523.23425	547.68585	865.39819	897.10535
979	244	479.77576	371.68533	692.31775	799.51306	877.07141	522.98193	547.2876	865.03448	895.90173
980	244	478.74762	371.82999	691.21893	799.73499	876.25928	522.85815	546.93121	864.81067	894.95856
981	244	477.2222	371.47894	690.47119	799.12909	875.4726	522.56299	546.6098	864.71429	893.97693
982	244	476.31662	371.49304	689.45685	798.32507	874.89734	522.10596	546.33026	864.67084	893.02948
983	244	475.63107	371.32547	688.50751	797.50104	874.36023	521.53461	546.07874	864.4967	891.98804
984	244	475.77805	369.83313	687.67523	796.62201	873.8653	520.90143	545.87616	864.09265	890.85706
985	244	475.71597	369.67087	686.78442	794.73706	873.45081	520.35394	545.70844	863.64502	889.86267
986	244	475.77658	369.77844	685.90015	794.24603	873.09131	520.09692	545.57568	863.24097	888.91943
987	244	475.84464	369.60556	685.08746	793.81409	872.73596	520.03027	545.48486	863.02332	888.22803
988	244	475.84464	370.43643	684.23566	793.39703	872.36804	520.04449	545.42896	862.87103	887.60492
989	244	475.84464	370.45935	683.37091	792.98297	871.98309	519.92548	545.40796	862.74982	887.16101
990	244	475.14798	371.06262	682.48657	792.57306	871.60242	519.65417	545.41492	862.63788	886.85797
991	244	474.40863	370.78394	681.57623	792.16608	871.2641	519.24475	545.45691	862.526	886.55927
992	244	474.10559	371.03616	680.63348	791.76105	870.96375	518.74005	545.54077	862.40784	886.15381
993	244	474.31552	371.22141	679.67767	791.32001	870.68884	518.25922	545.65948	861.75824	885.57764
994	244	475.76941	370.44171	678.72186	790.88501	870.45197	518.02594	545.83417	861.04016	884.74115
995	244	476.40555	370.69751	677.79205	790.44904	870.24896	518.09735	546.06482	860.23511	883.79791
996	244	477.1055	369.9425	676.99231	789.87604	870.10516	518.31635	546.37921	859.87762	882.91016
997	244	476.46634	369.74316	676.14056	788.78503	870.01636	518.45917	546.78448	859.58234	882.2785
998	244	476.27533	369.26865	675.26923	788.26099	869.91486	518.46869	547.34351	859.34302	881.82611
999	244	476.04468	368.89468	674.41748	787.67505	869.8725	518.35919	548.09113	859.14093	881.60419
1000	244	475.89166	368.84177	673.59821	787.01703	869.93597	518.164	549.06238	858.90161	881.5401
1001	244	475.42651	368.90881	673.09106	786.28308	870.05859	517.95929	548.05621	858.64984	881.60419
1002	244	476.07159	368.95291	672.35632	785.47406	870.16858	517.84979	547.23169	858.37628	881.54443
1003	244	476.26022	368.84177	671.66058	784.59802	870.28699	517.84027	546.56787	858.08099	881.39075
1004	244	475.62759	368.57895	670.95831	783.76605	870.46893	517.83551	546.00189	857.76086	881.06641
1005	244	474.23804	368.95645	670.25616	782.84308	870.64655	517.72601	545.52673	857.43445	880.66949
1006	244	474.36145	368.22263	669.54089	781.93799	870.77344	517.46893	545.10748	857.10803	880.21283
1007	244	474.51074	367.87158	668.85168	781.03705	870.83685	517.04999	544.73016	856.81897	879.79028
1008	244	474.61484	367.78693	668.20142	780.11407	870.81573	516.4834	544.39478	856.57343	879.38483
1009	244	474.16916	367.9104	667.59027	779.133	870.83685	515.90265	544.08734	856.41492	879.05621
1010	244	474.40765	368.11502	667.03107	778.065	870.92993	515.63605	543.80084	856.2533	878.86841
1011	244	474.54102	368.22086	666.51746	776.89502	870.85803	515.8407	543.5423	856.06366	878.85138
1012	244	474.02792	368.332	666.05573	775.64008	870.83685	516.26923	543.29077	855.76831	878.95807
1013	244	474.06409	368.39371	665.63312	774.32898	870.79462	516.5929	543.06018	855.42334	879.07324
1014	244	474.03458	368.07443	665.24304	773.01105	870.69733	516.68817	542.83661	855.02539	879.37628
1015	244	474.27005	367.7587	664.86584	771.74799	870.62115	516.54059	542.63397	854.35712	879.74335
1016	244	474.33627	367.76401	664.48871	770.72906	870.53656	516.17871	542.43835	853.32825	880.12317
1017	244	474.45987	367.94742	664.12469	769.34198	870.40118	515.73596	542.25665	851.87659	880.20856
1018	244	474.44064	368.16263	663.75403	767.961	870.20239	515.51697	542.07495	850.53998	880.15735
1019	244	474.37219	368.37607	663.38342	766.48303	869.96558	515.7312	541.92126	849.44586	880.05066
1020	244	474.48825	368.84531	663.01282	764.86603	869.72443	516.18829	541.76752	848.68121	879.97809
1021	244	474.66913	369.14166	662.64215	763.534	869.44958	516.58813	541.62079	847.96008	879.90552
1022	244	474.99841	370.23532	662.27155	761.83002	869.20844	516.81189	541.48804	847.40985	879.83301
1023	244	475.00592	371.13141	661.90094	760.09607	869.2254	516.84052	541.36224	847.02753	879.76465
1024	244	475.18616	371.00793	661.10114	758.28607	869.29303	516.68817	541.25049	846.80682	879.69214
1025	244	475.21994	371.26199	661.35474	756.35803	869.50031	516.44531	541.15265	846.50842	879.63232
1026	244	475.24725	370.36942	661.01666	754.45905	869.64832	516.32159	539.91583	846.12915	879.60248
1027	244	475.10406	371.14554	660.66553	752.45099	869.98669	516.49298	539.88788	845.67224	879.63232
1028	244	474.94812	371.17728	660.32745	750.44702	870.35046	516.84528	539.85992	845.24951	879.72198
1029	244	474.82401	370.8139	659.98932	748.54108	870.70581	517.17853	539.83899	844.74591	879.86713
1030	244	474.8255	371.75058	659.65771	746.78107	870.94684	517.41174	539.81805	844.28278	880.05487
1031	244	475.09473	371.81937	659.33258	745.20105	871.05255	517.526	539.80402	843.86011	880.25549
1032	244	475.41232	372.04694	659.02051	743.82397	870.9342	517.53558	539.7901	843.60828	880.44757
1033	244	475.44351	372.30978	658.72137	742.64697	870.85376	517.47369	539.77606	843.40625	880.60547
1034	244	475.36798	372.59201	658.4483	741.64801	870.67615	517.43085	539.7691	843.26324	880.72076
1035	244	475.23441	372.81607	658.22723	740.77802	870.38428	517.51654	539.76215	843.14825	880.78046
1036	244	475.23477	372.48441	658.27924	739.992	870.08398	517.66888	539.75519	843.04565	880.78046
1037	244	475.03143	372.07343	658.27924	739.31598	869.70758	517.81647	539.74811	842.94	880.74207
1038	244	475.06427	372.02225	658.35077	738.55298	869.42841	517.91168	539.74115	842.83429	880.6908
1039	244	474.9173	371.78058	658.55884	737.78406	869.6568	517.94025	539.74115	842.71619	880.63959
1040	244	474.82916	371.70474	658.87091	737.00708	869.91058	517.91168	539.96478	842.58563	880.59692
1041	244	474.5437	372.51089	658.37024	736.22302	870.02057	517.84979	539.97174	842.43951	880.55426
1042	244	474.7869	373.04535	657.72009	735.42908	870.05011	517.81171	539.98572	842.28717	880.5116
1043	244	475.1348	373.36111	656.98535	734.64099	870.09668	517.86884	539.99274	842.14111	880.46893
1044	244	475.55588	373.07358	655.73041	733.91309	870.05859	517.96405	540.00671	842.00128	880.42194
1045	244	475.72379	373.16705	654.72913	733.11798	869.99097	518.0545	540.02063	841.87067	880.375
1046	244	475.86041	372.89893	654.16339	732.32904	869.92328	518.10687	540.03467	841.75879	880.34088
1047	244	475.65219	373.80563	653.63025	731.54401	869.61871	518.11639	540.0556	841.65002	880.31104
1048	244	475.50314	373.82681	653.09711	730.76208	869.513	518.09259	540.06958	841.55054	880.29388
1049	244	475.172	373.38406	652.5769	729.97906	869.41571	518.0545	540.09058	841.45416	880.27686
1050	244	475.43384	373.27115	652.06323	729.19305	869.28033	518.03546	540.10449	841.38885	880.26404
1051	244	475.59451	373.0683	651.56256	728.40405	869.19574	518.0545	540.12549	841.33917	880.24695
1052	244	475.92059	372.69611	651.06189	727.60199	869.19153	518.09735	540.14648	841.28943	880.22992
1053	244	475.72449	373.02771	650.57428	726.79407	869.11963	518.12592	540.16742	841.24896	880.21283
1054	244	475.69632	373.03479	650.09308	725.98108	869.04779	518.13544	540.18835	841.21167	880.2171
1055	244	475.64319	372.97125	649.63794	725.16504	868.83197	518.12592	540.20935	841.17755	880.24695
1056	244	475.46115	374.18137	648.93573	724.34503	868.77283	518.09259	540.22333	841.13403	880.31104
1057	244	475.40015	374.08435	648.20099	723.46899	868.72205	518.05927	540.24426	841.09052	880.36646
1058	244	475.38974	374.47946	648.01239	722.60309	868.73895	518.04022	540.25824	841.047	880.40057
1059	244	475.81882	374.34717	648.01239	721.75104	868.45557	518.04498	540.2652	841.00342	880.36646
1060	244	476.11905	374.54828	648.18799	720.92102	868.53595	518.0545	540.25824	840.9599	880.34509
1061	244	476.43811	374.797	647.73938	720.13208	868.55707	518.04498	540.25128	840.91638	880.29822
1062	244	476.70322	374.68234	647.23865	719.40002	868.50629	518.00214	540.22333	840.87286	880.23419
1063	244	476.87173	374.53241	646.76404	718.73602	867.85919	517.92596	540.1814	840.82935	880.0976
1064	244	477.01874	374.70001	646.13977	718.22803	867.71539	517.81647	540.11853	840.78589	879.93115
1065	244	477.1814	374.79346	645.58063	717.68506	867.49548	517.70221	540.18835	840.74542	879.75183
1066	244	477.46875	374.61179	645.25555	717.23102	867.22052	517.66888	540.25824	840.70813	879.55127
1067	244	477.79465	374.85873	644.93042	716.78204	866.91174	517.72125	540.32111	840.66772	879.34644
1068	244	478.24069	375.06161	644.61182	716.34009	866.44647	517.83075	540.37701	840.62732	879.16718
1069	244	478.58865	375.69489	644.28674	715.90808	866.15887	517.89264	540.42596	840.58069	879.005
1070	244	478.91998	375.94537	643.96161	715.48602	865.90936	517.8736	540.48883	840.41284	878.85138
1071	244	479.30664	375.92947	643.64301	715.07507	865.57941	517.75458	540.5517	840.05853	878.61664
1072	244	479.65744	375.90475	643.33093	714.67407	865.53711	517.53558	540.62854	839.45856	878.26666
1073	244	479.97672	375.89774	643.02533	714.284	865.43561	517.2785	540.7124	838.74365	877.81421
1074	244	480.09607	375.45673	642.71973	713.90308	864.83081	517.16425	540.81726	837.99762	877.30212
1075	244	480.36923	375.53964	642.43365	713.53204	864.62775	517.35468	540.93597	837.28583	876.85822
1076	244	480.59503	374.9205	641.97852	712.98804	864.34857	517.72601	541.05481	836.59882	876.48267
1077	244	480.94464	375.36322	641.70538	712.69806	864.23016	518.08307	541.18054	835.90875	876.22229
1078	244	481.0141	375.2486	641.64038	712.44501	864.20477	518.30682	541.32727	835.21875	876.00464
1079	244	481.38834	375.25565	641.67291	712.26898	864.02289	518.34491	541.48804	834.52863	875.82965
1080	244	481.70856	375.31384	641.78339	712.211	863.80298	518.18304	541.6557	833.83856	875.7016
1081	244	482.10727	375.75839	641.59485	712.50897	863.79449	517.88312	541.83044	833.14856	875.55646
1082	244	482.08188	375.77072	641.39978	712.63098	863.66339	517.74506	542.01208	832.45844	875.38574
1083	244	481.86951	375.72308	641.19824	712.76801	863.67181	518.06879	542.20074	831.77148	875.18945
1084	244	481.74973	376.16937	640.89264	712.89001	863.74792	518.73053	542.40338	831.08142	874.98035
1085	244	482.04309	376.17996	640.76904	712.98804	863.93408	519.47321	542.599	830.39447	874.784
1086	244	482.57523	375.99475	640.63904	712.94299	864.07788	520.16833	542.79462	829.69513	874.63031
1087	244	483.1091	376.64038	640.5155	712.88	864.11169	520.8205	543.00427	828.95837	874.46393
1088	244	483.44449	376.53983	640.38544	712.78802	863.98907	521.43945	543.20691	828.24969	874.21637
1089	244	483.65771	377.18369	640.26196	712.66302	863.77332	521.94403	543.40961	827.63422	873.77252
1090	244	483.8334	377.39359	640.13837	712.50208	863.44342	522.16785	543.91266	827.24878	873.59747
1091	244	484.05524	378.20502	640.01483	712.31	863.08392	522.125	544.12225	827.02185	873.68713
1092	244	484.37421	377.43945	639.89783	712.091	862.73285	522.0202	544.32495	826.88202	874.07977
1093	244	484.70837	378.51547	639.78076	711.85309	862.40289	522.06305	544.32495	826.7514	874.37006
1094	244	484.93771	378.8136	639.67023	711.60303	862.20001	522.2868	544.44373	826.62085	874.53217
1095	244	485.0517	378.74127	639.57916	711.35004	862.05188	522.66772	544.55548	826.50275	874.57489
1096	244	485.44223	379.67972	639.44916	711.08105	861.95038	523.17236	544.63239	826.36908	874.49377
1097	244	485.83276	379.64267	639.42963	710.72406	861.83618	523.66272	544.67426	826.23541	874.40845
1098	244	485.96207	379.66208	639.43616	710.36804	861.67969	523.88171	544.68127	826.10181	874.37427
1099	244	486.16901	379.4751	639.47516	709.93201	861.57819	523.71509	544.63934	825.96497	874.43408
1100	244	486.35617	379.55447	639.54669	709.39703	861.3667	523.30566	544.55548	825.83136	874.50232
1101	244	486.39081	378.32144	639.37115	708.76904	861.15521	522.901	544.43671	825.69763	874.55353
1102	244	486.3765	378.33026	639.11755	708.06	860.99023	522.59155	544.297	825.56091	874.56207
1103	244	486.30872	378.22971	638.81842	707.297	860.83374	522.38208	544.12927	825.42725	874.5791
1104	244	486.08655	378.3779	638.45435	706.50403	860.91833	522.26782	543.94757	825.29358	874.60046
1105	244	485.8808	378.84357	638.09021	705.716	861.09595	522.22974	543.75195	825.1568	874.6261
1106	244	485.72583	379.58798	637.78461	704.95502	861.13403	522.2345	543.55627	825.03558	874.60901
1107	244	485.90793	378.68307	637.48547	704.24707	861.14673	522.18689	543.34668	824.90192	874.58765
1108	244	486.03732	377.16779	637.17993	703.58502	861.21863	522.06787	543.12305	824.76825	874.53644
1109	244	486.15723	376.52924	636.86133	702.96808	861.36243	521.89648	542.8855	824.63458	874.49377
1110	244	486.1463	376.39691	636.54272	702.37305	861.53162	521.67749	542.62	824.51959	874.48523
1111	244	486.22751	376.8009	636.22412	701.79401	861.54431	521.42035	542.30554	824.4046	874.50232
1112	244	486.19699	376.9332	635.89899	701.21997	861.37518	521.12518	541.94922	824.2616	874.55353
1113	244	486.19672	377.78342	635.55438	700.64502	860.99445	520.84912	541.50897	824.1217	874.57062
1114	244	486.22375	377.80106	635.23578	700.05804	860.71533	520.7301	540.96393	823.98181	874.59192
1115	244	486.72681	377.66876	634.91071	699.44702	860.42346	520.8205	540.29315	823.85437	874.60046
1116	244	487.38687	378.64426	634.5271	698.80402	860.15698	521.00623	539.43372	823.72076	874.58344
1117	244	487.87589	377.27185	634.14996	698.12103	859.95398	521.15381	538.39258	823.58704	874.5108
1118	244	487.9552	377.45004	634.08496	697.39502	859.64093	521.20135	539.52454	823.45343	874.38281
1119	244	487.74734	377.55939	634.16943	696.62506	859.47601	521.13953	540.5517	823.32288	874.22491
1120	244	487.62167	377.383	634.37756	695.81409	859.34491	520.98236	541.41815	823.18921	874.13104
1121	244	487.53821	378.17856	634.09143	694.96899	859.03613	520.78241	542.12384	823.05554	874.08832
1122	244	487.72238	379.21756	633.79883	694.10602	858.78235	520.69678	542.6759	822.91876	874.06274
1123	244	488.00839	378.87112	633.53223	693.22504	858.52856	520.85388	543.10913	822.78198	873.95172
