Xline	Inline	FS11	shallow	Truncation	TopForesets	MFS4	FS8	FS7	FS6	FS4
564	244	570.0957	451.58862	979.00842	1013.6	1033.5264	676.77478	828.9082	947.3045	1062.8763
565	244	569.77985	451.33817	978.76788	1013.61	1033.3826	676.72717	828.09766	947.3045	1062.7996
566	244	569.4762	451.53397	978.44281	1013.5901	1033.2429	676.64154	827.28705	947.3045	1062.7356
567	244	569.35034	451.2041	978.07214	1013.54	1033.1077	676.55103	826.47656	947.3045	1062.6715
568	244	569.54749	451.4599	977.73401	1013.48	1033.095	676.4892	825.65906	947.3045	1062.5819
569	244	569.74866	451.44928	977.46741	1013.45	1033.0823	676.48444	824.84149	947.3045	1062.4923
570	244	569.91138	451.49515	977.26587	1013.45	1033.0188	676.44629	824.01697	947.3045	1062.3984
571	244	569.59723	451.32758	977.0188	1013.5101	1032.875	676.25586	823.1925	947.3045	1062.3088
572	244	569.24554	451.43869	976.68073	1013.5901	1032.6677	675.92743	822.36798	947.3045	1062.2234
573	244	568.9126	451.42285	976.24506	1013.7	1032.4014	675.55127	821.54346	947.3045	1062.1381
574	244	568.77228	451.41223	975.77692	1013.8	1032.1476	675.23706	820.71198	947.3045	1062.0314
575	244	568.88	451.32758	975.26324	1013.86	1031.9445	675.03229	819.88043	947.3045	1061.8691
576	244	569.1861	451.15295	974.75604	1013.85	1031.9572	674.97522	814.36737	947.3045	1061.6898
577	244	569.43488	451.54984	974.27496	1013.7801	1032.0121	675.05615	813.55682	947.3045	1061.5192
578	244	569.41486	451.35757	973.80676	1013.6601	1032.0079	675.06091	812.74628	947.3045	1061.4125
579	244	569.00793	451.33463	973.30609	1013.5101	1031.9022	674.73236	811.92877	947.3045	1061.3698
580	244	568.26855	451.28876	972.73389	1013.36	1031.6907	674.07068	811.10425	947.3045	1061.2887
581	244	567.07263	451.07355	972.12921	1013.2201	1031.3904	673.27557	810.27972	947.3045	1061.1479
582	244	566.01855	451.36816	971.57001	1013.0901	1031.0817	672.50439	809.44824	947.3045	1060.8491
583	244	565.7995	451.35934	971.0954	1012.9501	1030.7728	671.80457	808.61676	947.3045	1060.5205
584	244	566.25366	451.31522	970.69879	1012.81	1030.8448	671.21417	807.77826	947.3045	1060.0638
585	244	566.79126	451.34695	970.36066	1012.67	1031.0479	670.80951	806.93976	947.3045	1059.5518
586	244	566.87103	451.04358	970.03552	1012.5101	1031.272	670.59528	806.10822	947.3045	1058.967
587	244	566.71881	450.54437	969.71698	1012.3401	1031.4877	670.42865	805.29077	947.3045	1058.4207
588	244	566.40295	450.2092	969.36584	1012.11	1031.7457	670.15253	804.48022	947.3045	1057.9128
589	244	565.99701	450.01871	968.94965	1011.8401	1032.0714	669.75262	803.69061	947.3045	1057.4519
590	244	565.57605	449.40308	968.45557	1011.51	1032.4182	669.32416	802.92896	947.3045	1057.0421
591	244	565.44165	449.79468	967.96136	1011.1301	1032.5155	668.93378	802.19531	947.3045	1056.6964
592	244	565.33643	449.72058	967.55829	1010.7401	1032.2109	668.64337	801.51056	947.3045	1056.3934
593	244	565.32294	449.35544	967.27216	1010.3401	1031.5004	668.50055	800.86768	947.3045	1056.1245
594	244	565.16559	449.16846	967.06409	1009.9601	1030.6586	668.40051	800.29474	947.3045	1055.8643
595	244	565.08417	449.17374	966.85602	1009.61	1029.8296	668.08636	799.80566	947.3045	1055.5697
596	244	564.95691	449.08377	966.56989	1009.31	1029.0345	667.53882	799.41431	947.3045	1055.2709
597	244	564.79797	449.13318	966.20581	1009.0701	1028.2943	666.85333	799.15576	947.3045	1054.9935
598	244	564.60376	449.16669	965.79614	1008.88	1027.7106	666.1582	799.05798	947.3045	1054.7887
599	244	564.30664	449.4454	965.41254	1008.72	1027.4146	665.5108	799.18372	947.3045	1054.6392
600	244	563.99774	449.56888	965.10046	1008.5801	1027.4695	664.96326	799.60999	947.3045	1054.5795
601	244	563.69897	449.35367	964.83386	1008.45	1027.5414	664.58716	798.93219	947.3045	1054.5837
602	244	563.4812	449.14728	964.57379	1008.3101	1027.4865	664.39191	798.12866	947.3045	1054.635
603	244	563.11969	448.99561	964.25513	1008.1401	1027.2876	664.13489	797.23425	947.3045	1054.6862
604	244	562.68475	448.89856	963.85205	1007.9301	1026.9873	663.8064	796.263	947.3045	1054.7246
605	244	562.02264	448.91797	963.39691	1007.6901	1026.6151	663.28271	795.24286	947.3045	1054.7332
606	244	561.44379	448.69571	962.94824	1007.42	1026.281	662.69238	794.18774	947.3045	1054.6862
607	244	560.95825	448.62164	962.56464	1007.15	1026.0822	662.09729	793.0907	947.3045	1054.5881
608	244	560.77655	448.70981	962.26556	1006.9	1026.1456	661.5545	791.97278	947.3045	1054.4728
609	244	561.29517	449.24783	962.07043	1006.7	1026.2428	661.16888	790.81281	947.3045	1054.3405
610	244	562.0155	449.10141	961.94043	1006.5701	1026.2682	660.94989	789.64594	947.3045	1054.1954
611	244	563.04175	448.57397	961.80383	1006.47	1026.1541	660.73566	788.44409	947.3045	1054.0333
612	244	563.58392	449.84055	961.58282	1006.4301	1025.875	660.47382	787.22131	947.3045	1053.8241
613	244	563.92212	449.83701	961.25122	1006.3901	1025.4646	660.03583	785.97754	947.3045	1053.5894
614	244	563.93127	450.36621	960.88055	1006.35	1025.0459	659.54547	784.71985	947.3045	1053.329
615	244	563.77722	450.43854	960.49048	1006.2901	1024.8259	659.08368	783.43408	947.3045	1053.1156
616	244	563.61243	450.46677	960.12634	1006.2	1024.957	658.70758	782.14844	947.3045	1052.9065
617	244	563.30347	450.35211	959.79474	1006.06	1025.2151	658.49335	780.84882	947.3045	1052.7102
618	244	562.94263	449.96753	959.53467	1005.89	1025.4985	658.39807	779.5351	947.3045	1052.5052
619	244	562.52484	449.38721	959.35913	1005.7101	1025.7311	658.08868	778.2215	947.3045	1052.3132
620	244	562.24176	449.20023	959.22906	1005.54	1025.8876	657.71735	776.90088	947.3045	1052.1168
621	244	562.0415	449.26724	959.07953	1005.36	1026.0018	657.1413	775.57324	947.3045	1051.9034
622	244	561.90814	449.42249	958.87793	1005.18	1026.078	656.53186	774.25262	947.3045	1051.6774
623	244	561.77356	449.92166	958.63733	1004.99	1026.1287	655.94629	772.93207	947.3045	1051.4341
624	244	561.60602	450.11044	958.36426	1004.79	1026.3824	655.44165	771.60443	947.3045	1051.1566
625	244	561.39899	449.49127	958.05865	1004.58	1026.4078	655.12268	770.29779	947.3045	1050.845
626	244	561.06873	448.96561	957.70105	1004.3601	1026.4207	654.96558	764.98737	947.3045	1050.5293
627	244	560.85345	448.828	957.33044	1004.12	1026.4375	654.78467	763.77155	947.3045	1050.2518
628	244	560.7934	448.90033	956.92078	1003.85	1026.4502	654.47998	762.5697	947.3045	1050.0385
629	244	560.8606	448.6322	956.5177	1003.5701	1026.501	654.02295	761.37482	947.3045	1049.8848
630	244	560.86328	448.57578	956.08203	1003.26	1026.5221	653.48969	760.20099	947.3045	1049.7823
631	244	560.74353	448.62689	955.63342	1002.9301	1026.5432	652.94226	759.03412	947.3045	1049.6757
632	244	560.59106	448.75919	955.14569	1002.5901	1026.4586	652.43756	755.41461	947.3045	1049.5221
633	244	560.5365	448.92679	954.72961	1002.2401	1026.2472	652.07574	754.28265	947.3045	1049.3171
634	244	560.61322	448.79095	954.41748	1001.9	1025.9849	651.88531	753.16467	947.3045	1049.014
635	244	560.81122	448.64807	954.18988	1001.5701	1025.7439	651.71875	752.08154	947.3045	1048.63
636	244	561.00433	448.93207	953.93634	1001.3	1025.5197	651.46161	751.00555	947.3045	1048.1776
637	244	561.15765	448.76627	953.60474	1001.05	1025.3167	651.08551	749.95746	947.3045	1047.7551
638	244	561.33051	448.71689	953.16913	1000.8401	1025.1729	650.65704	748.92328	947.3045	1047.4137
639	244	561.44232	448.89151	952.72699	1000.62	1025.1262	650.22858	747.91016	947.3045	1047.1788
640	244	561.52325	449.28488	952.38232	1000.42	1025.0925	649.85248	746.92487	947.3045	1047.0295
641	244	561.42804	449.78232	952.26532	1000.2401	1024.9783	649.60492	745.96765	947.3045	1046.9229
642	244	561.33203	450.02399	952.24579	1000.04	1024.8218	649.4621	745.03827	947.3045	1046.782
643	244	561.25006	449.93579	952.21326	999.82806	1024.6483	649.2431	744.1369	947.3045	1046.6198
644	244	561.20026	449.71704	952.07025	999.57104	1024.4877	648.88605	743.27045	947.3045	1046.4149
645	244	561.19647	449.28839	951.88818	999.26898	1024.3522	648.40045	742.43896	947.3045	1046.2229
646	244	561.15027	449.07672	951.68011	998.92706	1024.2761	647.87671	741.64941	947.3045	1046.0436
647	244	561.04364	448.89328	951.45258	998.57605	1024.2549	647.36261	740.90179	947.3045	1045.8986
648	244	560.80615	448.85623	951.16644	998.24701	1024.1704	646.896	740.203	947.3045	1045.762
649	244	560.5257	448.55283	950.83484	997.96307	1023.942	646.5675	739.55316	947.3045	1045.6296
650	244	560.50507	448.26178	950.48376	997.73505	1023.6628	646.39142	738.95227	947.3045	1045.4973
651	244	560.7677	447.99188	950.1261	997.56604	1023.3879	646.21051	738.4212	947.3045	1045.3522
652	244	561.11816	448.14532	949.73602	997.44708	1023.1637	645.91528	737.97406	947.3045	1045.1772
653	244	561.31635	448.24765	949.27435	997.35803	1022.9988	645.47729	737.61768	947.3045	1044.9681
654	244	561.32404	448.29706	948.76068	997.27301	1022.9522	644.96313	737.38007	947.3045	1044.6779
655	244	561.45673	448.58279	948.25354	997.16406	1022.8464	644.42517	737.2962	947.3045	1044.2981
656	244	561.63922	448.93738	947.82434	997.00598	1022.7027	643.92053	737.42902	947.3045	1043.8584
657	244	561.78394	449.89874	947.46674	996.79407	1022.4109	643.54443	737.10059	947.3045	1043.4359
658	244	561.75122	450.44736	947.12213	996.53204	1022.0386	643.34924	736.62543	947.3045	1043.1116
659	244	561.56915	450.63785	946.77753	996.22607	1021.6833	643.21118	736.06647	947.3045	1042.9196
660	244	561.37476	450.68903	946.43939	995.87402	1021.3915	643.00647	735.43756	947.3045	1042.7786
661	244	561.05029	450.80191	946.14685	995.47107	1021.2181	642.68274	734.75281	947.3045	1042.6335
662	244	560.74005	450.91656	945.88672	995.02106	1021.1631	642.2923	734.03308	947.3045	1042.4244
663	244	560.38214	451.01358	945.63318	994.53809	1020.9771	641.88287	733.27844	947.3045	1042.2324
664	244	560.11102	451.00122	945.36005	994.04004	1020.7232	641.49725	732.50287	947.3045	1042.0275
665	244	559.92877	450.83365	945.07397	993.547	1020.3806	641.22119	731.72028	947.3045	1041.844
666	244	559.81464	450.80368	944.77484	993.07806	1020.0211	641.06403	730.92371	947.3045	1041.686
667	244	559.86621	450.82132	944.49524	992.64307	1019.6616	640.91644	730.12018	947.3045	1041.5879
668	244	559.93896	450.92538	944.2417	992.24603	1019.3485	640.68793	729.30963	947.3045	1041.5197
669	244	559.98535	450.98889	944.03363	991.89307	1019.1244	640.35468	728.49207	947.3045	1041.4513
670	244	560.04767	451.06473	943.83862	991.56305	1019.0356	639.96429	727.66058	947.3045	1041.3702
671	244	560.13245	451.00122	943.61102	991.23608	1018.9129	639.55011	726.82214	947.3045	1041.2422
672	244	560.24762	450.74191	943.34442	990.88702	1018.7861	639.15021	725.98364	947.3045	1041.0459
673	244	560.2229	450.12277	943.04529	990.508	1018.5957	638.84076	725.13116	947.3045	1040.8026
674	244	560.33606	449.35898	942.75275	990.09705	1018.3969	638.66461	724.26477	947.3045	1040.4569
675	244	560.54919	449.1561	942.47961	989.65405	1018.2192	638.53125	723.3913	947.3045	1040.0642
676	244	560.78784	449.93048	942.23254	989.18707	1018.0839	638.34088	722.49695	947.3045	1039.6375
677	244	560.71729	450.80014	942.005	988.70703	1018.0204	638.05042	721.58856	947.3045	1039.2704
678	244	560.47107	451.64157	941.7644	988.23804	1018.0036	637.7124	720.65918	947.3045	1038.993
679	244	560.11139	451.64331	941.49133	987.79407	1017.8809	637.38391	719.70892	947.3045	1038.8009
680	244	560.00024	451.20938	941.1142	987.38904	1017.7032	637.10779	718.73767	947.3045	1038.6686
681	244	559.76318	450.7243	940.64606	987.02808	1017.496	636.94598	717.74548	947.3045	1038.5492
682	244	559.51837	450.7825	940.10638	986.711	1017.2971	636.83173	713.9024	947.3045	1038.3912
683	244	558.94092	450.80719	939.59271	986.43805	1017.128	636.58411	712.92413	947.3045	1038.2119
684	244	558.45782	450.71368	939.15057	986.20502	1016.9927	636.12238	711.93195	947.3045	1037.9645
685	244	558.05548	450.79132	938.79944	986.00208	1016.9165	635.50818	710.94672	947.3045	1037.6699
686	244	557.85779	450.91306	938.52631	985.81506	1016.8911	634.84644	709.95453	947.3045	1037.3668
687	244	557.76843	450.89716	938.2793	985.62799	1016.7346	634.19897	708.9693	947.3045	1037.1151
688	244	557.83875	450.96597	938.00616	985.43201	1016.5654	633.63245	707.99109	947.3045	1036.9144
689	244	557.79456	450.62375	937.62256	985.22601	1016.392	633.23254	707.04071	947.3045	1036.7267
690	244	557.94995	450.53729	937.11536	985.01306	1016.2778	633.01831	704.03619	947.3045	1036.5986
691	244	557.70508	449.86346	936.49121	984.79407	1016.2397	632.82312	703.12085	947.3045	1036.4792
692	244	557.49463	449.90051	935.82794	984.57208	1016.2821	632.48511	702.21246	947.3045	1036.3384
693	244	556.89789	450.38208	935.16473	984.35101	1016.3624	631.98993	701.32507	947.3045	1036.1293
694	244	556.43573	449.68179	934.48853	984.12909	1016.3666	631.41864	700.4516	947.3045	1035.8304
695	244	556.07281	449.1561	933.79285	983.90808	1015.783	630.83783	699.59216	947.3045	1035.4548
696	244	556.01587	448.74155	933.05157	983.68304	1015.2204	630.31415	698.7467	947.3045	1035.0366
697	244	556.07996	448.92325	932.27783	983.45404	1014.5182	629.93805	697.91522	947.3045	1034.6354
698	244	556.2547	449.03088	931.49109	983.22107	1013.7866	629.72388	697.10461	947.3045	1034.2941
699	244	556.37866	449.06262	930.71735	982.98206	1013.0844	629.5191	696.30109	947.3045	1034.0166
700	244	556.53119	449.04321	929.9566	982.73804	1012.488	629.18109	695.51849	947.3045	1033.799
701	244	556.64514	448.9603	929.22186	982.49109	1012.0566	628.69073	694.75684	947.3045	1033.5856
702	244	556.6424	448.85446	928.55865	982.23706	1011.8282	628.14325	694.00922	947.3045	1033.2869
703	244	556.651	448.49109	927.97345	981.97205	1011.2784	627.58624	693.28949	947.3045	1032.924
704	244	556.51373	448.36234	927.42731	981.73206	1010.9527	627.08154	692.59076	947.3045	1032.4161
705	244	556.27106	448.29706	926.9071	981.43005	1010.5128	626.71979	691.92694	947.3045	1031.8229
706	244	555.87079	448.17355	926.40002	981.10406	1010.0052	626.51978	691.29114	947.3045	1031.1742
707	244	555.39514	448.15063	925.89276	980.75104	1009.485	626.33411	690.70416	947.3045	1030.6066
708	244	554.95618	448.09244	925.39209	980.37097	1009.0282	626.03418	690.17316	947.3045	1030.1371
709	244	554.48792	447.82254	924.88495	979.96808	1008.6984	625.60101	689.69098	947.3045	1029.7657
710	244	554.11334	447.35861	924.39081	979.54199	1008.5121	625.1106	689.29968	947.3045	1029.5011
711	244	553.95673	447.25983	923.89014	979.11707	1007.9581	624.625	688.99225	947.3045	1029.2664
712	244	554.1748	447.26688	923.409	978.71509	1007.6959	624.20129	688.81757	947.3045	1028.9846
713	244	554.53967	447.24396	922.9408	978.32605	1007.3702	623.91559	688.79663	947.3045	1028.6305
714	244	554.565	447.37448	922.49872	977.95703	1007.0107	623.75378	688.98529	947.3045	1028.1396
715	244	554.35352	447.40622	922.06305	977.61407	1006.6722	623.55383	688.58704	947.3045	1027.5507
716	244	554.05786	447.22101	921.43884	977.30505	1006.3762	623.21582	688.05591	947.3045	1026.9063
717	244	553.98706	447.24216	921.05518	976.88605	1006.1732	622.75397	687.44104	947.3045	1026.33
718	244	554.09265	447.26865	920.60657	976.45605	1006.059	622.25415	686.75629	947.3045	1025.8306
719	244	553.97821	447.33038	919.8783	976.00604	1005.691	621.76379	686.02264	947.3045	1025.3698
720	244	553.80994	447.3692	918.92902	975.56201	1005.5133	621.33527	685.24701	947.3045	1025.1094
721	244	553.44702	447.2757	918.88348	975.29907	1005.2934	621.03058	684.44348	947.3045	1024.9644
722	244	553.15149	447.10635	918.36981	974.97308	1005.0649	620.85919	683.61896	947.3045	1024.8618
723	244	552.76337	446.46252	917.8822	974.70905	1004.8493	620.65924	682.7735	947.3045	1024.6484
724	244	552.33533	445.50818	917.51807	974.48004	1004.6548	620.34027	681.92102	947.3045	1024.2943
725	244	551.88129	444.7532	916.8158	974.25903	1004.5067	619.90228	681.06158	947.3045	1023.9016
726	244	551.46765	444.27164	916.24365	974.08905	1004.4052	619.43097	680.18811	947.3045	1023.4833
727	244	551.08862	444.45862	915.69098	973.88507	1004	618.9787	679.32172	947.3045	1023.1462
728	244	550.92181	444.55209	915.20984	973.64905	1003.8976	618.59308	678.44824	947.3045	1022.8559
729	244	551.13519	444.56091	914.8197	973.38306	1003.7792	618.33594	677.57483	947.3045	1022.5914
730	244	551.43048	444.51331	914.4621	973.09406	1003.6523	618.17889	676.70142	947.3045	1022.3438
731	244	551.59882	444.34396	914.03296	972.79706	1003.5169	617.91229	675.828	947.3045	1022.1176
732	244	551.31268	444.35278	913.47375	972.508	1003.3901	617.44568	674.96155	947.3045	1021.9041
733	244	550.90533	444.4939	912.79102	972.24109	1003.2844	616.81732	674.09509	947.3045	1021.695
734	244	550.5155	444.55914	912.03027	972.00403	1003.1997	616.14606	673.2287	947.3045	1021.473
735	244	550.47815	444.10052	911.25006	971.79907	1002.6879	615.50806	672.37622	947.3045	1021.2042
736	244	550.81494	444.04761	910.17719	971.63007	1002.5018	614.96533	671.52374	947.3045	1020.9055
737	244	550.86658	444.11993	909.48145	971.49298	1002.265	614.61304	670.67828	947.3045	1020.5939
738	244	550.44684	444.04053	908.79224	971.39105	1001.9943	614.41309	669.8468	947.3045	1020.3336
739	244	549.71588	444.15344	907.98596	971.30804	1001.7235	614.11792	669.01526	947.3045	1020.1501
740	244	549.32343	444.18521	907.35522	971.21906	1001.4783	613.599	665.37482	947.3045	1019.9921
741	244	549.30133	443.9541	906.88062	971.09607	1001.2795	612.88965	664.64111	947.3045	1019.7915
742	244	549.6264	443.88531	906.26941	970.91107	1001.1273	612.13269	663.92139	947.3045	1019.4886
743	244	549.81958	443.58014	905.77527	970.64307	1000.3997	611.40424	663.2157	947.3045	1019.13
744	244	549.85754	443.22028	905.46967	969.29907	1000.1036	610.78534	662.53094	947.3045	1018.6649
745	244	549.44586	442.67343	904.90399	969.41907	999.73145	610.37115	661.85321	947.3045	1018.1569
746	244	549.18036	442.20071	904.55286	968.87909	999.30426	610.14264	661.20331	947.3045	1017.6234
747	244	548.9967	441.85675	904.21472	968.31805	998.86859	609.85223	660.57452	947.3045	1017.1667
748	244	549.1748	441.42102	903.87665	967.78308	998.47943	609.35712	659.96661	947.3045	1016.7827
749	244	549.44385	440.97119	903.55151	967.30408	998.17065	608.68585	659.37262	947.3045	1016.4583
750	244	549.50482	440.85831	903.19397	966.88708	997.94226	607.96222	658.79266	947.3045	1016.1979
751	244	549.33179	440.76129	902.7323	966.51807	997.03711	607.27661	656.94806	947.3045	1015.9205
752	244	548.72772	440.77011	902.12756	966.16998	996.72412	606.69104	656.38898	947.3045	1015.5535
753	244	548.23602	440.25681	901.37982	965.79706	996.33081	606.30542	655.84399	947.3045	1015.1011
754	244	547.92065	440.45081	900.52808	965.35504	995.89093	606.09595	655.31293	947.3045	1014.4993
755	244	547.72266	440.33618	899.6178	964.82208	995.4552	605.82458	654.78186	947.3045	1013.8335
756	244	547.12689	440.27441	898.13531	963.711	995.05762	605.37708	654.26483	947.3045	1013.1548
757	244	546.74304	439.99396	897.1925	962.90906	994.75311	604.77722	653.76172	947.3045	1012.5787
758	244	546.59479	439.61292	896.19769	962.15405	994.51202	604.12976	653.25165	947.3045	1012.1177
759	244	546.96735	439.44888	894.91675	961.51898	993.4884	603.49658	652.76251	947.3045	1011.755
760	244	546.96735	439.16663	893.7334	961.06708	993.12048	602.93958	652.2804	947.3045	1011.4946
761	244	546.96735	439.2319	893.81787	960.86206	992.66791	602.54443	651.79828	947.3045	1011.2429
762	244	546.96735	439.0379	893.60333	960.51703	992.16455	602.32544	651.33014	947.3045	1010.8801
763	244	546.96735	438.81915	893.18719	960.09106	991.65704	602.10168	650.86896	947.3045	1010.3935
764	244	545.76434	438.84912	892.80353	960.08905	991.19177	601.73981	650.42175	947.3045	1009.6851
765	244	544.61523	438.88089	892.10785	959.20203	990.79834	601.21136	649.98853	947.3045	1008.9339
766	244	543.3999	438.31464	891.34711	958.75305	990.46844	600.61151	649.56927	947.3045	1008.1657
767	244	543.36951	437.56671	890.91797	958.27307	989.26721	599.98309	649.164	947.3045	1007.5212
768	244	543.07831	437.13101	890.52136	957.763	988.9035	599.39276	648.78674	947.3045	1006.9066
769	244	542.61963	437.25977	889.98169	957.23602	988.4552	598.95001	648.4234	947.3045	1006.292
770	244	541.92578	436.75882	889.58502	956.70105	987.93066	598.71198	648.09497	947.3045	1005.6689
771	244	541.3808	436.64413	888.56421	956.15204	987.37231	598.53107	647.79449	947.3045	1005.0415
772	244	540.797	436.32837	887.20526	955.58801	986.83942	598.24066	647.54993	947.3045	1004.4013
773	244	540.28992	435.965	886.01538	955.00305	986.38263	597.78363	647.34729	947.3045	1003.7569
774	244	539.66455	435.86798	884.89697	954.38904	986.01465	597.22186	647.2215	947.3045	1003.074
775	244	539.13538	435.62985	883.34302	953.73804	985.07141	596.61725	647.20056	947.3045	1002.3314
776	244	538.6062	435.56107	881.763	952.59607	984.80499	596.03168	647.10272	947.3045	1001.5546
777	244	538.07703	435.37231	880.72919	951.40405	984.49194	595.58411	646.91406	947.3045	1000.8291
778	244	537.54779	435.02655	879.82538	950.61005	984.12402	595.34131	646.66254	947.3045	1000.27
779	244	537.01862	434.68262	878.9021	949.77502	983.71368	595.16998	646.3551	947.3045	999.92432
780	244	536.48944	434.63849	878.29736	948.90308	983.31189	594.90814	646.00568	947.3045	999.67676
781	244	536.5542	433.96994	877.58862	947.992	982.9693	594.4939	645.63538	947.3045	999.40363
782	244	536.89264	433.55011	876.80188	947.04706	982.71973	594.00354	645.23706	947.3045	998.9939
783	244	536.89758	433.54657	876.28174	946.06702	981.69617	593.4989	644.83881	947.3045	998.52435
784	244	536.51001	433.60657	875.98267	945.06	981.58624	593.04663	644.41956	947.3045	997.90125
785	244	536.07855	433.29611	875.39746	944.02905	981.34509	592.73242	644.00732	947.3045	997.20563
786	244	536.10022	433.12146	874.90326	942.98907	981.13367	592.55621	643.58112	947.3045	996.47577
787	244	535.99115	432.7916	874.29205	941.95105	980.73181	592.33246	643.17584	947.3045	995.86115
788	244	535.51251	432.4053	873.55731	940.93805	980.47382	591.9516	642.77051	947.3045	995.37891
789	244	534.888	432.03836	872.6991	939.95599	980.13965	591.42322	642.37225	947.3045	995.05884
790	244	534.13232	431.78259	871.77576	939.00702	979.75897	590.83282	641.98798	947.3045	994.76007
791	244	533.63129	431.6062	870.88501	938.07306	978.84534	590.24249	641.6106	947.3045	994.39307
792	244	532.85571	431.31335	870	937.13605	978.3717	589.70453	641.2403	947.3045	993.83392
793	244	532.19678	431.04703	869.08386	936.16309	977.69067	589.31415	640.88391	947.3045	993.22791
794	244	531.4516	430.76654	868.11505	935.14899	977.95715	589.10944	640.53461	947.3045	992.47668
795	244	531.24396	430.6272	867.1593	934.08405	975.77887	588.95709	640.19916	947.3045	991.66583
796	244	530.94519	430.52841	865.91089	932.98499	973.55829	588.71906	639.86377	947.3045	990.83783
797	244	531.01324	430.29205	865.09814	931.86707	972.04413	588.362	639.54236	947.3045	990.14642
798	244	530.74878	429.88101	864.30487	930.76306	971.3631	587.93829	639.21399	947.3045	989.59589
799	244	530.96478	429.50528	863.40753	929.69604	972.23444	587.49548	638.89948	947.3045	989.19043
800	244	531.23389	428.80676	862.79639	928.69604	971.44348	587.0813	637.45313	947.3045	988.89166
801	244	532.12769	428.59155	861.93811	927.77203	971.1474	586.76715	635.87396	947.3045	988.63129
802	244	533.01367	428.76263	860.80023	926.93109	970.53406	586.60046	635.58051	947.3045	988.25574
803	244	532.87445	427.89828	859.77942	926.15009	970.40717	586.45288	635.28705	947.3045	987.80756
804	244	532.27637	427.59134	858.99261	925.41504	969.87006	586.24823	634.99353	947.3045	987.18878
805	244	531.20587	427.59491	857.80273	924.70105	969.47668	585.953	634.70709	947.3045	986.56567
806	244	530.75793	427.63547	856.95099	924.00104	968.71112	585.62451	634.41357	947.3045	985.92542
807	244	530.21118	427.79599	856.06018	923.30408	968.24585	585.30554	634.12012	947.3045	985.3877
808	244	529.68665	428.15759	855.0979	922.61609	967.97089	585.0437	633.83362	947.3045	984.86273
809	244	529.06598	427.59665	854.06403	921.92407	967.86517	584.88184	633.54016	947.3045	984.3335
810	244	528.62659	427.02161	852.95868	921.21606	967.37878	584.7771	633.2467	947.3045	983.79572
811	244	528.1745	426.42361	851.8208	920.46704	967.12079	584.56293	632.95325	947.3045	983.27509
812	244	528.56989	426.07257	850.67645	919.68304	967.02771	584.18677	632.65973	947.3045	982.75433
813	244	528.98914	426.00378	849.54504	918.87598	966.68933	583.69641	632.37329	947.3045	982.23364
814	244	529.60999	426.12549	848.45923	918.06702	966.49481	583.16797	632.08679	947.3045	981.67456
815	244	530.62659	426.09372	847.47742	917.271	966.40173	582.66327	631.79333	947.3045	981.02161
816	244	531.38007	425.43402	846.93774	916.50903	966.31714	582.22058	631.51385	947.3045	980.32166
817	244	531.95703	424.90305	846.99628	915.79309	966.24524	581.91107	631.23438	947.3045	979.64728
818	244	530.77423	424.63315	847.61401	915.14105	965.97876	581.74927	630.95483	947.3045	979.12231
819	244	529.29944	424.5079	848.17316	914.55707	965.67847	581.57782	630.69629	947.3045	978.81079
820	244	527.52039	424.4003	848.24469	914.04205	965.10321	581.29224	630.43781	947.3045	978.58881
821	244	526.39752	423.79349	847.85455	913.56799	964.45184	580.87323	630.19324	947.3045	978.37122
822	244	525.7312	423.41071	847.04181	913.11505	963.74548	580.40198	629.97656	947.3045	978.06818
823	244	525.48022	423.03146	846.01447	912.66504	963.59326	579.91638	629.77399	947.3045	977.77368
824	244	525.11298	423.02792	844.92865	912.21802	962.74725	579.47357	629.61328	947.3045	977.41516
825	244	524.93805	422.82861	843.84277	911.77606	961.67297	579.1546	629.71112	947.3045	976.99261
826	244	524.97107	422.21121	842.49683	911.34009	960.55212	578.98798	629.73907	947.3045	976.54449
827	244	525.28912	421.81079	841.65808	910.91406	958.27234	578.83563	629.71112	947.3045	976.13904
828	244	525.84338	421.3786	840.92334	910.50403	957.14722	578.59283	629.64117	947.3045	975.81042
829	244	526.18048	421.46857	840.08453	910.112	956.77924	578.2215	629.54333	947.3045	975.5799
830	244	526.28021	421.39096	839.39526	909.74298	956.35626	577.78345	629.4176	947.3045	975.37085
831	244	525.62708	420.91113	838.77112	909.39606	955.94177	577.31219	629.27789	947.3045	975.14886
832	244	524.81122	421.89545	837.79578	909.13208	955.45538	576.8551	629.11713	947.3045	974.82452
833	244	524.01141	421.82666	836.8075	908.83508	955.09583	576.49811	628.94946	947.3045	974.35931
834	244	524.30176	420.30609	835.92969	908.55707	955.0705	576.3172	628.7608	947.3045	973.77893
835	244	524.68237	420.22498	834.57074	908.29401	954.47412	576.23627	628.56512	947.3045	973.05756
836	244	525.0932	420.18616	833.15979	908.04309	954.22028	576.13623	628.36951	947.3045	972.32776
837	244	524.51917	420.48428	832.19751	907.78497	954	575.93152	628.15289	947.3045	971.61499
838	244	523.17297	420.3396	831.32617	907.49603	953.81006	575.6554	627.93622	947.3045	971.01324
839	244	521.78479	420.05563	830.53949	907.14398	953.48859	575.33167	627.71265	947.3045	970.55231
840	244	521.33093	420.17554	830.09729	906.72406	953.1756	574.98413	627.48907	947.3045	970.33893
